,0,normalised,cleaned,threshold
0,83601159045.0,0.0,0j,0.0
1,9669520712.80661,0.5679262021822321,0j,0.0
2,9177754519.77582,0.5390429809073973,0j,0.0
3,7802786024.49467,0.45828606866344096,0j,0.0
4,3889843896.633411,0.22846471266883886,0j,0.0
5,2616171223.4345646,0.153657273334738,0j,0.0
6,5432101497.877725,0.31904712396677515,0j,0.0
7,3384714197.753928,0.1987966039781846,0j,0.0
8,2975651010.0077004,0.17477083170163485,0j,0.0
9,1903385529.2468634,0.11179277101936423,0j,0.0
10,17026016189.518799,1.0,(3287078577.442252-16705697881.605438j),1.0
11,2506965972.7752666,0.14724325085034,0j,0.0
12,5191965577.633367,0.30494306594337295,0j,0.0
13,2137102525.5571778,0.1255198222396133,0j,0.0
14,4504860043.650394,0.2645868530551253,0j,0.0
15,1348721684.2163904,0.07921534134606675,0j,0.0
16,3535281934.470682,0.2076399960577389,0j,0.0
17,1931827591.2544188,0.11346327700802084,0j,0.0
18,2968501980.1151137,0.1743509431138989,0j,0.0
19,6436303259.628429,0.3780275543019049,0j,0.0
20,12765976483.399048,0.7497923378727769,0j,0.0
21,2153565499.966149,0.1264867527432449,0j,0.0
22,3354910191.7364097,0.1970461060527882,0j,0.0
23,715734311.4058019,0.04203768535392368,0j,0.0
24,2701271744.7953563,0.15865553719244416,0j,0.0
25,690502825.0103711,0.04055574817528037,0j,0.0
26,3429529802.5487485,0.20142878782530255,0j,0.0
27,6053279214.365261,0.35553115579037536,0j,0.0
28,681680930.001643,0.04003760612076036,0j,0.0
29,5961154259.83971,0.3501203213649821,0j,0.0
30,3344605479.938057,0.1964408727625311,0j,0.0
31,2964319317.8873844,0.17410528011316098,0j,0.0
32,310785403.7105176,0.018253559743578583,0j,0.0
33,2249548291.3204503,0.13212417198952683,0j,0.0
34,1146822627.7802231,0.06735707372851003,0j,0.0
35,693708082.1469877,0.04074400461183831,0j,0.0
36,1753003549.9689372,0.10296028915138027,0j,0.0
37,1123608194.9706388,0.06599360546023274,0j,0.0
38,2638607695.256237,0.15497504911809973,0j,0.0
39,4102084971.944334,0.2409304047572546,0j,0.0
40,214976944.1902086,0.012626379641442385,0j,0.0
41,971101700.4664948,0.05703634306798699,0j,0.0
42,2414067933.2950935,0.1417870103272421,0j,0.0
43,3278294204.8762803,0.1925461698370988,0j,0.0
44,982649718.2985909,0.05771460025413985,0j,0.0
45,530322174.0464304,0.031147754597631375,0j,0.0
46,1106713368.8580196,0.065001310731709,0j,0.0
47,726150587.6353091,0.04264947122993615,0j,0.0
48,2503222680.8602934,0.14702339366981662,0j,0.0
49,992991219.9802122,0.05832199434836064,0j,0.0
50,688649891.9382868,0.04044691866099711,0j,0.0
51,1355335362.490132,0.07960378678157698,0j,0.0
52,2211925056.645853,0.1299144222597129,0j,0.0
53,4403429814.253796,0.25862948591371265,0j,0.0
54,1530918117.885491,0.08991640210162156,0j,0.0
55,2964023340.1511946,0.174087896261713,0j,0.0
56,349043536.915973,0.020500599378664042,0j,0.0
57,4665539083.741408,0.2740241188431097,0j,0.0
58,504763764.51854986,0.02964661603160474,0j,0.0
59,568306657.4881268,0.033378721784487426,0j,0.0
60,2857301923.2489457,0.16781975838880608,0j,0.0
61,1001766237.535259,0.05883738311913185,0j,0.0
62,270111261.1824366,0.015864619073293073,0j,0.0
63,1377856912.8406982,0.08092655953709862,0j,0.0
64,1156436939.075785,0.0679217572803488,0j,0.0
65,2432651066.611344,0.14287846549264308,0j,0.0
66,275823915.89686394,0.016200144110438526,0j,0.0
67,2584838317.0921173,0.1518169775195763,0j,0.0
68,2120474101.8627946,0.12454317429629584,0j,0.0
69,1331684965.4673681,0.0782147127457304,0j,0.0
70,1174557921.9408338,0.0689860686649582,0j,0.0
71,1025439726.1973264,0.060227813411136435,0j,0.0
72,664430293.2364277,0.039024413335484225,0j,0.0
73,1658453079.578859,0.09740699533692453,0j,0.0
74,453318789.61101925,0.02662506511006855,0j,0.0
75,1299558957.6908982,0.07632783519205777,0j,0.0
76,2893671167.494356,0.16995585668922938,0j,0.0
77,798983818.7187908,0.046927232408638525,0j,0.0
78,1948834598.8286805,0.11446216056274994,0j,0.0
79,1492095833.589951,0.08763622781637456,0j,0.0
80,1961736088.1159883,0.11521991206161494,0j,0.0
81,1951929730.6966746,0.11464394894081452,0j,0.0
82,1870705115.4656544,0.10987333117991858,0j,0.0
83,1830467364.3339112,0.10751002136722655,0j,0.0
84,2985616602.573475,0.17535614728308657,0j,0.0
85,838345352.4068158,0.04923907877656668,0j,0.0
86,2015901479.107755,0.11840124293719057,0j,0.0
87,2719756767.5153112,0.15974122996485762,0j,0.0
88,1168681045.8312297,0.06864089830659674,0j,0.0
89,2290505139.6297555,0.13452971700096164,0j,0.0
90,1848306310.149367,0.10855776768773326,0j,0.0
91,1466764556.490692,0.08614842956590343,0j,0.0
92,3111590318.2119308,0.18275504284598432,0j,0.0
93,2635169816.6657085,0.15477312997552045,0j,0.0
94,1114810876.3920238,0.06547690686904788,0j,0.0
