,0,normalised,cleaned,threshold
0,204076452203.0,0.0,0j,0.0
1,29411060671.739662,0.598504923705325,0j,0.0
2,31888554795.02555,0.6489210731868834,0j,0.0
3,27753896615.92381,0.564782207688276,0j,0.0
4,11013652684.190176,0.22412402711480617,0j,0.0
5,8800247736.245447,0.17908200111363062,0j,0.0
6,18048638220.199074,0.36728355231828874,0j,0.0
7,15046432253.363909,0.3061896980985093,0j,0.0
8,11223204557.557314,0.22838833534162295,0j,0.0
9,6166040025.790851,0.12547678427476605,0j,0.0
10,49140883402.69069,1.0,(2561802156.4266443-49074062306.96791j),1.0
11,3882893230.558182,0.07901553577576864,0j,0.0
12,14064715478.247334,0.28621210088944443,0j,0.0
13,9454812776.505651,0.19240217354309827,0j,0.0
14,17513917704.474174,0.35640217455910056,0j,0.0
15,5396451642.982309,0.10981592656282668,0j,0.0
16,8709338176.954777,0.1772320229895969,0j,0.0
17,7799374595.899173,0.15871457849030288,0j,0.0
18,8080439470.98049,0.16443415159561517,0j,0.0
19,18653468330.20278,0.3795916360995134,0j,0.0
20,31936347141.903,0.6498936309344886,0j,0.0
21,9374269875.070127,0.19076315332493277,0j,0.0
22,6037841926.012487,0.12286799723429245,0j,0.0
23,3557295638.967737,0.07238973727470595,0j,0.0
24,6095989057.1748495,0.12405127126471369,0j,0.0
25,899468283.3909541,0.018303868817745025,0j,0.0
26,7146088663.2020645,0.14542043545783678,0j,0.0
27,20595253388.178288,0.4191062911793442,0j,0.0
28,4950666624.529737,0.10074435544759999,0j,0.0
29,17234579272.739517,0.3507177339794393,0j,0.0
30,9949693459.457829,0.20247282446926945,0j,0.0
31,6523031117.411891,0.13274142965559152,0j,0.0
32,5707905926.351837,0.11615391362783892,0j,0.0
33,3736874684.9049115,0.07604410881836732,0j,0.0
34,1660586516.3645,0.03379236190681862,0j,0.0
35,4526141734.33391,0.09210542059742627,0j,0.0
36,5417184913.7015505,0.11023784145901078,0j,0.0
37,4413381822.498805,0.08981079534799637,0j,0.0
38,3237106468.6760507,0.06587399827856583,0j,0.0
39,10312615284.372742,0.20985815822366918,0j,0.0
40,1094662124.42233,0.02227599604695735,0j,0.0
41,3472257487.7132277,0.07065924027574778,0j,0.0
42,6460530136.2411,0.1314695562816715,0j,0.0
43,9324138978.110607,0.18974300689108223,0j,0.0
44,4588959010.253062,0.09338373046020161,0j,0.0
45,2189086571.327974,0.044547155438563225,0j,0.0
46,5742916712.120617,0.11686637102267002,0j,0.0
47,6490106709.051717,0.13207142932022164,0j,0.0
48,5011938932.07324,0.10199122573768818,0j,0.0
49,3608134546.0806313,0.07342429147057355,0j,0.0
50,1784948241.9458735,0.03632308005777811,0j,0.0
51,3124802043.510204,0.06358864202549332,0j,0.0
52,2865614473.0809193,0.058314264511655355,0j,0.0
53,9606989473.863909,0.19549891676017125,0j,0.0
54,4972505578.0458765,0.10118877060670849,0j,0.0
55,4260521898.72314,0.08670014870937091,0j,0.0
56,2699673868.669168,0.05493743054121303,0j,0.0
57,10799296148.21056,0.2197619456637454,0j,0.0
58,2051749741.2834926,0.0417523983944324,0j,0.0
59,701327838.1161486,0.014271779210174876,0j,0.0
60,6658938915.007367,0.13550710638308874,0j,0.0
61,2567091561.670885,0.052239426398474655,0j,0.0
62,1390661130.4888484,0.028299473558359014,0j,0.0
63,2742697710.396236,0.055812950856436186,0j,0.0
64,4160026074.029781,0.08465509339626565,0j,0.0
65,4286200760.929585,0.0872227046837114,0j,0.0
66,2134720867.1352673,0.04344083214056305,0j,0.0
67,4019946289.3911047,0.08180451817378184,0j,0.0
68,4437563156.502149,0.09030287714077138,0j,0.0
69,2176833172.525106,0.044297803006242135,0j,0.0
70,3212901570.8458743,0.06538143697005563,0j,0.0
71,2763013378.9927444,0.0562263676936963,0j,0.0
72,2137301528.1389263,0.043493347700418,0j,0.0
73,4810592051.243775,0.09789388627434348,0j,0.0
74,2920949451.16853,0.059440312198551046,0j,0.0
75,1140514809.3488393,0.023209082343977373,0j,0.0
76,7904780718.590727,0.16085955667125643,0j,0.0
77,529642036.3243629,0.010778032457905764,0j,0.0
78,1877286692.9106433,0.03820213563372475,0j,0.0
79,3438434277.3039465,0.06997094962919768,0j,0.0
80,3296609507.2706146,0.06708486455679204,0j,0.0
81,3927426012.7386613,0.07992176250790836,0j,0.0
82,3731065162.7674737,0.07592588704995036,0j,0.0
83,3297692208.249125,0.06710689714765203,0j,0.0
84,6021715980.7498045,0.12253983981940561,0j,0.0
85,2856866564.345714,0.05813624759113076,0j,0.0
86,4750350397.164717,0.09666798942618547,0j,0.0
87,3949242567.5453,0.08036572186101687,0j,0.0
88,2986660475.283699,0.06077750883738011,0j,0.0
89,1861920442.7488573,0.03788943775168089,0j,0.0
90,5592309727.252097,0.11380157091245724,0j,0.0
91,2135083680.8508582,0.043448215274330064,0j,0.0
92,6306912040.465789,0.1283434811047873,0j,0.0
93,5026671016.152436,0.10229101855904371,0j,0.0
94,1064141122.5148274,0.021654904202567934,0j,0.0
95,5431130960.833005,0.11052163870004066,0j,0.0
96,833366451.9511238,0.016958719384875632,0j,0.0
97,4435009282.610029,0.09025090668938182,0j,0.0
98,1559545219.3513362,0.03173620642045568,0j,0.0
99,1992816836.5128605,0.04055313414255277,0j,0.0
100,3853794841.7630105,0.07842339361672927,0j,0.0
101,2558947280.8992066,0.052073693098465795,0j,0.0
102,5907296414.597705,0.120211441178004,0j,0.0
103,2965652919.2990003,0.060350012330804316,0j,0.0
104,4529198913.045993,0.0921676331280198,0j,0.0
105,2751206897.7831774,0.05598610987999732,0j,0.0
106,2679178465.0039454,0.05452035615739965,0j,0.0
107,833625846.6262723,0.016963997976898956,0j,0.0
108,3541012392.6534343,0.07205837883776317,0j,0.0
109,1541884888.5243962,0.03137682478943736,0j,0.0
110,1241417470.599608,0.0252624166404716,0j,0.0
111,2433886260.0375247,0.0495287445301453,0j,0.0
112,4992224658.670741,0.1015900470848555,0j,0.0
113,2199216421.153259,0.04475329438283646,0j,0.0
114,2898208577.3275657,0.05897754327242875,0j,0.0
115,4796615707.110887,0.09760947249980145,0j,0.0
116,2488964286.7867203,0.05064956334607607,0j,0.0
117,2547804884.03048,0.05184694917167435,0j,0.0
118,1517632074.3493176,0.030883288399862593,0j,0.0
119,3121914027.075966,0.06352987188881157,0j,0.0
120,283244323.7611943,0.005763924132989546,0j,0.0
121,3413788134.8510523,0.06946940914505684,0j,0.0
122,3018819919.247816,0.061431942411570926,0j,0.0
123,3219769760.557457,0.06552120225785685,0j,0.0
124,1001345449.0566062,0.020377033942409303,0j,0.0
125,1805773130.7398782,0.03674685935013134,0j,0.0
126,2127262366.6941411,0.04328905423335682,0j,0.0
127,3583927040.886087,0.07293167710309927,0j,0.0
128,1093046165.7447395,0.022243111846151513,0j,0.0
129,3891288663.956001,0.079186379944951,0j,0.0
130,4732264930.665628,0.09629995643111526,0j,0.0
131,2335622754.535193,0.04752911614135343,0j,0.0
132,651333348.2883886,0.013254408614329574,0j,0.0
133,4355059985.105009,0.08862396610612315,0j,0.0
134,1947946743.605761,0.0396400432536608,0j,0.0
135,1253288709.1269817,0.025503992243215524,0j,0.0
136,2889958633.172488,0.058809659759072416,0j,0.0
137,1186011096.2908003,0.024134916065140594,0j,0.0
138,3071948989.015666,0.06251310062625905,0j,0.0
139,1243837898.861491,0.025311671519388786,0j,0.0
140,1490898797.525801,0.03033927545234499,0j,0.0
141,2729836704.162858,0.05555123382282108,0j,0.0
142,737028288.467,0.014998271040985077,0j,0.0
143,2940396129.794351,0.059836045390127254,0j,0.0
144,2312107945.009346,0.04705059789142389,0j,0.0
145,847711458.4333646,0.017250635310861108,0j,0.0
146,2362706239.4544144,0.04808025570262836,0j,0.0
147,935888787.3542309,0.019045013490803193,0j,0.0
148,1655044995.7344031,0.0336795938764866,0j,0.0
149,3626865240.374728,0.0738054546283582,0j,0.0
150,2894074414.056801,0.058893414478143814,0j,0.0
151,2607057215.7203455,0.05305271365100443,0j,0.0
152,1383000190.32691,0.028143576072773336,0j,0.0
153,3046794762.439321,0.06200122080573942,0j,0.0
154,1572472191.7397034,0.031999265842534756,0j,0.0
155,1120024276.6772623,0.022792107083201844,0j,0.0
156,2538090532.453007,0.051649265473197314,0j,0.0
157,3175573752.9678755,0.06462182877229265,0j,0.0
158,2571438592.873198,0.05232788698162475,0j,0.0
159,181571943.3936489,0.003694926318392294,0j,0.0
160,1005149733.116427,0.020454449808718547,0j,0.0
161,811635834.6309127,0.01651650882992616,0j,0.0
162,916408965.0546713,0.018648605836916916,0j,0.0
163,1342769599.1053634,0.02732489744032238,0j,0.0
164,2940103385.432977,0.05983008814351093,0j,0.0
165,1732519596.5093634,0.03525617523624942,0j,0.0
166,2056479844.6907008,0.041848654364607926,0j,0.0
167,1331102131.5002491,0.027087468505447444,0j,0.0
168,1169941975.8544698,0.023807915015838118,0j,0.0
169,3713711376.669873,0.0755727434982687,0j,0.0
170,964884981.033931,0.019635076014549203,0j,0.0
171,1009615525.3183304,0.020545327137180634,0j,0.0
172,1093415464.2459905,0.022250626943066332,0j,0.0
173,849237399.1592525,0.017281687677449302,0j,0.0
174,2707801780.728059,0.055102830743571744,0j,0.0
175,494318523.8005425,0.01005921118165076,0j,0.0
176,1355269669.448178,0.027579269553261038,0j,0.0
177,2187970991.8968234,0.044524453782550884,0j,0.0
178,1506344917.243035,0.030653598652248808,0j,0.0
179,3931909959.9419193,0.08001300928437581,0j,0.0
180,2575580518.9596176,0.052412173746526354,0j,0.0
181,1437469104.633787,0.02925199966093973,0j,0.0
182,1671820826.1631203,0.03402097622997922,0j,0.0
183,1905848423.0261116,0.038783356974037585,0j,0.0
184,2547807540.6206827,0.05184700323236718,0j,0.0
185,2929423569.8996387,0.05961275758708154,0j,0.0
186,1094281172.427205,0.02226824380546826,0j,0.0
187,2214715570.4833517,0.04506869671704123,0j,0.0
