,0,normalised,cleaned,threshold
0,162828448055.0,0.0,0j,0.0
1,22272228680.364506,0.5824175698058789,0j,0.0
2,23960713733.85216,0.6265713622089181,0j,0.0
3,20571630901.841347,0.5379470303013193,0j,0.0
4,8064362472.561269,0.21088264047161334,0j,0.0
5,7368371673.956338,0.19268251890550778,0j,0.0
6,14110701046.043983,0.36899406563383536,0j,0.0
7,10871114101.803307,0.2842790430684048,0j,0.0
8,8796704171.113287,0.23003333609616972,0j,0.0
9,4451252929.7896185,0.11640002225035252,0j,0.0
10,38240997241.52877,1.0,(3219382482.2898765-38105241718.94644j),1.0
11,3374428721.2331676,0.08824112770701027,0j,0.0
12,11736589707.112396,0.30691118312068366,0j,0.0
13,6981216328.812056,0.18255842766648953,0j,0.0
14,13204616313.331879,0.3452999991065085,0j,0.0
15,3955561925.5382953,0.10343772942308768,0j,0.0
16,6862821995.239199,0.17946242227664358,0j,0.0
17,5933787163.00631,0.15516821189386676,0j,0.0
18,5962095161.740117,0.15590846452261006,0j,0.0
19,15217397959.51079,0.39793412978741766,0j,0.0
20,25834287774.048737,0.6755652215573851,0j,0.0
21,6077590503.231233,0.15892866142703832,0j,0.0
22,5404105451.6761875,0.14131706392341317,0j,0.0
23,2097999373.0632746,0.05486256960853781,0j,0.0
24,5180860931.4808235,0.13547923185053704,0j,0.0
25,1205678015.5500731,0.031528414594814404,0j,0.0
26,6601655918.771614,0.1726329435677577,0j,0.0
27,16399179461.780476,0.42883765185839284,0j,0.0
28,3199913472.64747,0.0836775634389692,0j,0.0
29,13919246536.41644,0.3639875406099631,0j,0.0
30,8324816881.037326,0.21769350910119,0j,0.0
31,5865802620.829687,0.15339041980996174,0j,0.0
32,3267470560.6973777,0.08544417762068679,0j,0.0
33,3060080984.8132095,0.08002095148005288,0j,0.0
34,1692407526.2664156,0.04425636485307196,0j,0.0
35,2393075789.8655987,0.06257880187462209,0j,0.0
36,3762365262.1002593,0.09838564717173286,0j,0.0
37,3700510132.698791,0.09676813889884987,0j,0.0
38,3656912349.579007,0.09562805923920026,0j,0.0
39,8654980800.225084,0.22632727764813598,0j,0.0
40,852049066.0946308,0.02228103678136633,0j,0.0
41,2121149476.8938942,0.05546794356582256,0j,0.0
42,5271744151.5609045,0.13785582311739303,0j,0.0
43,7457615780.231302,0.19501624743542298,0j,0.0
44,3357315033.4953046,0.0877936057025559,0j,0.0
45,1473553423.1841764,0.03853334194914598,0j,0.0
46,4401700580.071804,0.11510423099771223,0j,0.0
47,4252881484.2896724,0.11121261972925614,0j,0.0
48,4631512307.470162,0.12111379518211035,0j,0.0
49,2693676486.302467,0.07043949375298197,0j,0.0
50,1506040948.524573,0.0393828889715525,0j,0.0
51,1976938113.554649,0.05169682425038183,0j,0.0
52,2390192339.958516,0.06250339981622725,0j,0.0
53,8139312989.267886,0.21284259241097392,0j,0.0
54,3760991914.7017965,0.09834973421188538,0j,0.0
55,4191947273.658935,0.10961919343218865,0j,0.0
56,1584629811.8478298,0.041437983477244714,0j,0.0
57,8890811555.006706,0.23249423907155609,0j,0.0
58,1368147669.5942156,0.03577698722010422,0j,0.0
59,1012319162.0150018,0.02647209108123489,0j,0.0
60,5465096391.6561985,0.1429119736898817,0j,0.0
61,2210636959.4064775,0.05780803637112739,0j,0.0
62,1062566630.9339129,0.0277860596632138,0j,0.0
63,2121049488.7318125,0.055465328880817094,0j,0.0
64,3338329053.71706,0.08729712336297857,0j,0.0
65,3579799680.050784,0.0936115671210376,0j,0.0
66,1466899354.0986717,0.03835933840411608,0j,0.0
67,4243791757.7672,0.11097492387459362,0j,0.0
68,3873545631.165928,0.10129300778169441,0j,0.0
69,1926945865.004088,0.05038952966716759,0j,0.0
70,2696265881.705077,0.07050720630206264,0j,0.0
71,2167694050.2787037,0.05668508163078556,0j,0.0
72,1710026370.6662307,0.044717096676788144,0j,0.0
73,3636136597.563711,0.09508477445287325,0j,0.0
74,1562670504.8814929,0.040863748793257715,0j,0.0
75,1135722582.8762536,0.02969908383149818,0j,0.0
76,6745393210.169765,0.17639166592769806,0j,0.0
77,453521402.26979953,0.011859560026778971,0j,0.0
78,1770304957.120139,0.0462933784372556,0j,0.0
79,2906081668.4423704,0.07599387772467497,0j,0.0
80,2828509371.2184753,0.07396536636724485,0j,0.0
81,3398464072.897797,0.08886965084705348,0j,0.0
82,3297568327.8536077,0.08623123259642744,0j,0.0
83,2848669146.085396,0.07449254338461164,0j,0.0
84,5046353621.983381,0.13196187301577916,0j,0.0
85,1881185529.9056418,0.04919289939078056,0j,0.0
86,3722829332.3922896,0.09735178475809698,0j,0.0
87,3398217715.275159,0.0888632086086076,0j,0.0
88,1921073954.6577837,0.05023597953066834,0j,0.0
89,1952612046.790384,0.051060698926279464,0j,0.0
90,4688266490.898093,0.12259791399495075,0j,0.0
91,2146166091.4562218,0.0561221266773226,0j,0.0
92,5470568220.484229,0.14305506171641696,0j,0.0
93,4505075099.618681,0.11780746906689665,0j,0.0
94,1454100149.889128,0.03802463990949513,0j,0.0
95,4192579256.798024,0.10963571975693635,0j,0.0
96,761232924.1838346,0.019906199604992375,0j,0.0
97,3642327516.806389,0.09524666665467897,0j,0.0
98,1087561006.0874288,0.028439661215381818,0j,0.0
99,1657484494.748341,0.04334312947645503,0j,0.0
100,3042744946.562067,0.0795676150217579,0j,0.0
