,0,normalised,cleaned,threshold
0,143739237798.0,0.0,0j,0.0
1,18664190795.237495,0.5686609706596818,0j,0.0
2,19842169920.40349,0.6045516642387823,0j,0.0
3,17080721674.18339,0.5204157990759222,0j,0.0
4,6646530456.798215,0.20250663436458494,0j,0.0
5,6376304606.588604,0.19427338728929539,0j,0.0
6,11975699175.95187,0.36487586268475486,0j,0.0
7,8629613922.62201,0.26292726448706943,0j,0.0
8,7300244681.728012,0.22242401357276773,0j,0.0
9,3814367140.9133244,0.11621622092277618,0j,0.0
10,32821297325.1635,1.0,(3099526494.5624647-32674615431.804092j),1.0
11,3307098261.4347563,0.10076074168156855,0j,0.0
12,10229968338.857477,0.3116868976112758,0j,0.0
13,5953358761.756346,0.1813870640997488,0j,0.0
14,10915927989.698223,0.33258673115669857,0j,0.0
15,2954574677.961515,0.09002004548114846,0j,0.0
16,6074933388.260886,0.1850912024614988,0j,0.0
17,5201015205.559497,0.15846464428363627,0j,0.0
18,5070859817.314422,0.15449906708674443,0j,0.0
19,13786462501.071554,0.42004623901632676,0j,0.0
20,22623929095.14254,0.6893063632130464,0j,0.0
21,4624682178.155049,0.1409049170828902,0j,0.0
22,4996350749.330387,0.15222892318457426,0j,0.0
23,1653375867.2135384,0.05037509184458485,0j,0.0
24,4583810172.172781,0.13965962791661057,0j,0.0
25,1233211285.754615,0.03757350824792456,0j,0.0
26,6104644235.325937,0.185996433195394,0j,0.0
27,14138080838.58574,0.4307593541631983,0j,0.0
28,2293137516.5900764,0.06986736367766819,0j,0.0
29,12570003730.112503,0.3829831467531695,0j,0.0
30,7225622834.479678,0.22015043350952257,0j,0.0
31,5211054124.699724,0.15877051029011283,0j,0.0
32,2256228491.348826,0.0687428186947082,0j,0.0
33,2954283138.345524,0.09001116284579427,0j,0.0
34,1453329573.5796256,0.0442800770238105,0j,0.0
35,1650455729.6395009,0.05028612102953426,0j,0.0
36,3137182893.903855,0.09558375657194491,0j,0.0
37,3228118413.6022253,0.0983543819618393,0j,0.0
38,3699589181.370632,0.1127191635576886,0j,0.0
39,7782851299.300334,0.23712808248238745,0j,0.0
40,524411832.3628055,0.015977791102143556,0j,0.0
41,1376088270.5262368,0.04192668732418491,0j,0.0
42,4803737050.243929,0.14636036481595716,0j,0.0
43,6407652624.142657,0.19522849936921977,0j,0.0
44,2832590258.2406993,0.08630342153078156,0j,0.0
45,1302992933.0443149,0.039699616993668724,0j,0.0
46,3748108888.016267,0.1141974630339386,0j,0.0
47,3364542451.8504796,0.10251095252322476,0j,0.0
48,4258414698.243758,0.12974547154718677,0j,0.0
49,2269828307.4020467,0.06915717818569621,0j,0.0
