,0,normalised,cleaned,threshold
0,35140737877.0,0.0,0j,0.0
1,2632657166.6432223,0.2666662345149155,0j,0.0
2,2360940114.3618965,0.23914356118569463,0j,0.0
3,2119786750.2321079,0.21471673479603204,0j,0.0
4,1171850987.1751058,0.11869874061916588,0j,0.0
5,1170116869.5533123,0.11852308895351461,0j,0.0
6,562761254.7407529,0.05700302592910425,0j,0.0
7,561842171.5458778,0.056909930459671826,0j,0.0
8,1456180912.8351767,0.14749899292560387,0j,0.0
9,1259641112.8317149,0.1275911488419536,0j,0.0
10,6035644994.275552,0.6113605462516266,(2121243463.4239876-5650604982.283272j),0.6113605462516266
11,1322879502.9249198,0.13399667082810807,0j,0.0
12,1640056260.9488273,0.166124033558641,0j,0.0
13,977174452.0551884,0.09897962974267004,0j,0.0
14,1169725618.5159278,0.11848345848350457,0j,0.0
15,522785857.13443846,0.05295385124431055,0j,0.0
16,1035952851.9451185,0.10493339188384737,0j,0.0
17,620178079.7234254,0.06281887187742181,0j,0.0
18,1212013062.3345428,0.1227668241846108,0j,0.0
19,1294145168.0147543,0.13108612212891896,0j,0.0
20,4533304004.810224,0.45918592218960047,0j,0.0
21,932599573.3904861,0.09446456595157586,0j,0.0
22,1273023604.0894349,0.1289466836975137,0j,0.0
23,106934587.11255692,0.010831582648139475,0j,0.0
24,828467750.6002346,0.08391687997541168,0j,0.0
25,288814734.42104995,0.02925452606451135,0j,0.0
26,706644511.77175,0.07157720096729199,0j,0.0
27,1244745223.9469156,0.12608231941707,0j,0.0
28,667586834.4198196,0.0676209836974156,0j,0.0
29,923117314.354759,0.09350409212164058,0j,0.0
30,1079368377.3963666,0.10933102285466331,0j,0.0
31,140698727.60470834,0.014251608742214943,0j,0.0
32,216314360.93652633,0.021910842335765898,0j,0.0
33,847480806.5863065,0.08584274412159361,0j,0.0
34,533278468.24286306,0.05401666532050893,0j,0.0
35,680698637.8589514,0.06894910013244356,0j,0.0
36,133710011.03224698,0.01354370998650779,0j,0.0
37,401857911.42291415,0.04070485796895998,0j,0.0
38,805623443.5427313,0.08160294201937532,0j,0.0
39,920469840.6931171,0.0932359250996399,0j,0.0
40,527661955.5523537,0.05344775938423274,0j,0.0
41,494644771.62039053,0.05010339376573131,0j,0.0
42,500768874.80738807,0.050723714389832815,0j,0.0
43,1598837812.0624316,0.16194894813682914,0j,0.0
44,405921253.25754505,0.041116440639243454,0j,0.0
45,847241300.7696137,0.08581848417803122,0j,0.0
46,219379674.9455916,0.022221333103329643,0j,0.0
47,662523775.9525689,0.0671081380623297,0j,0.0
48,607597199.7846493,0.06154453356909003,0j,0.0
49,490459053.1550764,0.04967941536245593,0j,0.0
50,611704995.9716232,0.061960619094852495,0j,0.0
51,354370449.1413202,0.03589477372641194,0j,0.0
52,747160940.9789283,0.07568117764513817,0j,0.0
53,1015730683.6684067,0.102885054737483,0j,0.0
54,220514961.87211767,0.022336328209273018,0j,0.0
55,913955991.8525674,0.09257612648836705,0j,0.0
56,299933419.52159035,0.030380756219385144,0j,0.0
57,1227396208.4883578,0.12432500871080224,0j,0.0
58,65358824.24063846,0.0066203042968926065,0j,0.0
59,165687809.8273332,0.0167827945512611,0j,0.0
60,635159187.9263186,0.06433633330914322,0j,0.0
61,219868426.77490377,0.02227083959114216,0j,0.0
62,312305009.89855415,0.031633895238998705,0j,0.0
63,317135729.9720695,0.03212320693074566,0j,0.0
64,258024511.69428962,0.026135733060069437,0j,0.0
65,787489805.133722,0.0797661555460529,0j,0.0
66,489973012.5211323,0.04963018349614332,0j,0.0
67,1003683417.1813688,0.10166476702550856,0j,0.0
68,431550887.3966411,0.043712509020065744,0j,0.0
69,309892766.8180986,0.031389555114826766,0j,0.0
70,120742871.50561827,0.012230246800412577,0j,0.0
71,428123257.4825419,0.043365318670298726,0j,0.0
72,316150386.6274874,0.03202339986025685,0j,0.0
73,862744981.3837607,0.08738887784070774,0j,0.0
