,intraday,overnight,monthly,seasonal,longterm
31241,(-2080494.9037333098-461473.54931323073j),0j,0j,0j,0j
31242,(1444141.8212132738+871849.0736370089j),0j,0j,0j,0j
31243,(-1923788.9833146995-345982.49468249927j),0j,0j,0j,0j
31244,(1108141.3428499256-1313471.8471208976j),0j,0j,0j,0j
31245,(-347223.63043186173-176887.06412558677j),0j,0j,0j,0j
31246,(109102.50695369061-346709.94877607195j),0j,0j,0j,0j
31247,(506107.23457849794+53473.13641219644j),0j,0j,0j,0j
31248,(864880.5982188236-2891.729467115365j),0j,0j,0j,0j
31249,(23104.80036964419-1503634.3251059768j),0j,0j,0j,0j
31250,(-1212571.8939691875-1707356.2282497277j),0j,0j,0j,0j
31251,(-636005.9508425186+1488976.934163062j),0j,0j,0j,0j
31252,(-563431.93299032-372245.427981267j),0j,0j,0j,0j
31253,(-737421.2363122161+834191.5996952361j),0j,0j,0j,0j
31254,(833486.8993765698+790387.3392307551j),0j,0j,0j,0j
31255,(-289341.02798372845+1079656.4608381463j),0j,0j,0j,0j
31256,(-755719.5861052065-1281684.5921366822j),0j,0j,0j,0j
31257,(-216881.8383443934-217139.8545800235j),0j,0j,0j,0j
31258,(1187640.626608728+934063.3006905032j),0j,0j,0j,0j
31259,(-947199.6191982854-846230.049301954j),0j,0j,0j,0j
31260,(884427.8149543379+280040.65180060617j),0j,0j,0j,0j
31261,(-460457.2431658843-1100818.9144326919j),0j,0j,0j,0j
31262,(-43890.34561330441+827877.8745355299j),0j,0j,0j,0j
31263,(220397.5330453827-943929.0363124304j),0j,0j,0j,0j
31264,(428777.85027141357-1475958.1189944725j),0j,0j,0j,0j
31265,(816105.0475688595+231686.07264585665j),0j,0j,0j,0j
31266,(-132072.22519775282-1773894.6834220486j),0j,0j,0j,0j
31267,(-858114.5851542881+406300.29646323377j),0j,0j,0j,0j
31268,(-629518.1814752391-201497.27687794223j),0j,0j,0j,0j
31269,(-440532.88022633136+467171.99059495423j),0j,0j,0j,0j
31270,(-719730.2063750742+324935.4289812817j),0j,0j,0j,0j
31271,(-727600.1168359552+336628.1608414629j),0j,0j,0j,0j
31272,(-1518106.3356265721+1617829.2986436537j),0j,0j,0j,0j
31273,(772363.7424924807+1039394.7604920801j),0j,0j,0j,0j
31274,(1203384.9569488463+216644.22730162376j),0j,0j,0j,0j
31275,(-568308.2607937173+1263097.7164524219j),0j,0j,0j,0j
31276,(-471894.23288828076-340057.9642361648j),0j,0j,0j,0j
31277,(1156495.9264115554+108064.44094067335j),0j,0j,0j,0j
31278,(-497215.75782470824-1940518.0305921296j),0j,0j,0j,0j
31279,(-1692524.6879029553+505495.5094141589j),0j,0j,0j,0j
31280,(210030.2118646971+657770.1435518307j),0j,0j,0j,0j
31281,(-390940.527632195-769111.4073667789j),0j,0j,0j,0j
31282,(-1075310.999254589-907877.459724588j),0j,0j,0j,0j
31283,(-1669827.078879884+883445.7329397486j),0j,0j,0j,0j
31284,(-375580.04110356176+930292.2768821947j),0j,0j,0j,0j
31285,(1091879.7832303902-1898369.1997254365j),0j,0j,0j,0j
31286,(1520913.8145358881-48674.52414195845j),0j,0j,0j,0j
31287,(857155.7088310252+46572.559206792124j),0j,0j,0j,0j
31288,(-1415586.1489539708-15288.851138688391j),0j,0j,0j,0j
31289,(-2564310.7961566374-434690.40997918707j),0j,0j,0j,0j
31290,(-1331506.4486497534-117892.78722336539j),0j,0j,0j,0j
31291,(362524.708119365-1644092.6600530562j),0j,0j,0j,0j
31292,(524557.5288424254+282544.62418947835j),0j,0j,0j,0j
31293,(369468.44676264154+382796.5484930254j),0j,0j,0j,0j
31294,(188832.3478520714+311128.30938725645j),0j,0j,0j,0j
31295,(-874715.4007542399+1481852.837330877j),0j,0j,0j,0j
31296,(856230.0134530289-1499877.1947089795j),0j,0j,0j,0j
31297,(-619529.2459286012-415115.1206550726j),0j,0j,0j,0j
31298,(614638.9048385327-576788.0460901483j),0j,0j,0j,0j
31299,(-403275.27460580156+180611.65863759792j),0j,0j,0j,0j
31300,(193264.62410138547-1829758.5428166771j),0j,0j,0j,0j
31301,(995097.9074575934+706752.990769502j),0j,0j,0j,0j
31302,(-136979.84314024966-508987.89124541497j),0j,0j,0j,0j
31303,(993362.8682572395+740556.9511583875j),0j,0j,0j,0j
31304,(287457.7535779805+178661.81805073543j),0j,0j,0j,0j
31305,(388538.93949325325+2015578.2496239454j),0j,0j,0j,0j
31306,(487679.75297566835-1400173.602380085j),0j,0j,0j,0j
31307,(-913222.1001020401-112010.60202475425j),0j,0j,0j,0j
31308,(244928.3157050702-792918.9484994463j),0j,0j,0j,0j
31309,(-416472.6240353286-510535.60484181636j),0j,0j,0j,0j
31310,(-693824.1361125354+284582.5048264046j),0j,0j,0j,0j
31311,(-281815.61016815685+147751.520513257j),0j,0j,0j,0j
31312,(496981.4231077929+409871.63160284655j),0j,0j,0j,0j
31313,(-100413.54021876061+1506617.3089881358j),0j,0j,0j,0j
31314,(77515.55872329569+144754.5087245676j),0j,0j,0j,0j
31315,(-307042.86352109397-277297.82759605907j),0j,0j,0j,0j
31316,(580161.2252921446-1082132.7545124139j),0j,0j,0j,0j
31317,(21763.176459534443-2028568.3725554417j),0j,0j,0j,0j
31318,(-990714.9247208899-344425.4716897171j),0j,0j,0j,0j
31319,(1670115.3717760805+302433.1545739708j),0j,0j,0j,0j
31320,(-1468051.1030192536+1184991.7441203578j),0j,0j,0j,0j
31321,(-15131.805351970339+1861520.7196268768j),0j,0j,0j,0j
31322,(-374266.1824488637+1034102.743240186j),0j,0j,0j,0j
31323,(-906767.1775483133-1269761.4145435374j),0j,0j,0j,0j
31324,(161709.9939929454+31323.345419688034j),0j,0j,0j,0j
31325,(-882254.9308134627-1116676.027440568j),0j,0j,0j,0j
31326,(784690.2896100358-626108.516982384j),0j,0j,0j,0j
31327,(486684.34639069345-929989.7928909454j),0j,0j,0j,0j
31328,(1154879.7397574706+820795.1517692786j),0j,0j,0j,0j
31329,(-1453953.1740307156-1502870.7129311163j),0j,0j,0j,0j
31330,(-71895.63536523582+249511.51539319707j),0j,0j,0j,0j
31331,(826685.1489675858+185189.37545921825j),0j,0j,0j,0j
31332,(520572.5790857367-598960.112775231j),0j,0j,0j,0j
31333,(470936.9160362213+1834170.4160053693j),0j,0j,0j,0j
31334,(979939.9416473038+120260.47918343014j),0j,0j,0j,0j
31335,(968246.9028982983-265280.3676822105j),0j,0j,0j,0j
31336,(-1408885.249715898-193180.2626921591j),0j,0j,0j,0j
31337,(882465.6570680698+1156750.3495654254j),0j,0j,0j,0j
31338,(-852959.0447224728+412026.7573102508j),0j,0j,0j,0j
31339,(-851065.9588304941-479469.33603213413j),0j,0j,0j,0j
31340,(-317105.2829498839+895113.30988127j),0j,0j,0j,0j
31341,(-1405609.6755611286-776105.0579216755j),0j,0j,0j,0j
31342,(-27507.94905359263-578340.5565266294j),0j,0j,0j,0j
31343,(-634754.3941347441-1137523.179011444j),0j,0j,0j,0j
31344,(881690.4178913189-100486.31643582019j),0j,0j,0j,0j
31345,(-1090518.9334919285-619898.6929065462j),0j,0j,0j,0j
31346,(-770528.3233960103+679984.9221152883j),0j,0j,0j,0j
31347,(-1620752.1022785516-577000.9410927054j),0j,0j,0j,0j
31348,(1149241.9158879668-1776155.6264431586j),0j,0j,0j,0j
31349,(2020190.8842776548+322758.0241775934j),0j,0j,0j,0j
31350,(-949238.9686096226-1101122.8297564993j),0j,0j,0j,0j
31351,(215696.3494342527+971163.4976512021j),0j,0j,0j,0j
31352,(564320.6627579612-971979.9001837627j),0j,0j,0j,0j
31353,(811774.7158660141+1720107.828593445j),0j,0j,0j,0j
31354,(1509121.0413148738+210370.34745174268j),0j,0j,0j,0j
31355,(869918.565527054-558634.27397995j),0j,0j,0j,0j
31356,(-94485.10654971068-313761.4851402773j),0j,0j,0j,0j
31357,(312205.53068805346-185546.69053145088j),0j,0j,0j,0j
31358,(874046.014273736-1154581.515629666j),0j,0j,0j,0j
31359,(1843920.6340090446-538589.3290507719j),0j,0j,0j,0j
31360,(-159157.5921315517-42333.71112937591j),0j,0j,0j,0j
31361,(-489549.2208391244-361845.36404648365j),0j,0j,0j,0j
31362,(626023.2110300991-497517.7903079947j),0j,0j,0j,0j
31363,(1113877.3723588337-1167441.2384660162j),0j,0j,0j,0j
31364,(-1454495.1932904485-224261.6485501384j),0j,0j,0j,0j
31365,(699932.5316047027-452318.2437947296j),0j,0j,0j,0j
31366,(20378.231452811568+542183.5984588728j),0j,0j,0j,0j
31367,(907000.283582106+39157.17637657898j),0j,0j,0j,0j
31368,(-366745.37487897195-70643.1474539453j),0j,0j,0j,0j
31369,(377355.08058376075+564064.5699736485j),0j,0j,0j,0j
31370,(524375.9770673481+984617.6314390979j),0j,0j,0j,0j
31371,(519029.4534256138-1049191.7371686355j),0j,0j,0j,0j
31372,(542010.5273899344-1712778.4626107998j),0j,0j,0j,0j
31373,(122178.96743098501-137108.2517794031j),0j,0j,0j,0j
31374,(250593.31374264858+172935.370188648j),0j,0j,0j,0j
31375,(-1341264.8727525803+1595314.0795953108j),0j,0j,0j,0j
31376,(-434129.3163973706+327103.2142089495j),0j,0j,0j,0j
31377,(854240.8557524293-962666.3251476991j),0j,0j,0j,0j
31378,(-248292.3269817644-250307.0273415303j),0j,0j,0j,0j
31379,(-459416.9276689492+304591.1118529653j),0j,0j,0j,0j
31380,(1948122.2574950354-1282097.6129090595j),0j,0j,0j,0j
31381,(-1186959.1912736369+734697.8628602524j),0j,0j,0j,0j
31382,(309982.54398721346+1040854.7002089331j),0j,0j,0j,0j
31383,(-92526.46054281067-579208.0005106034j),0j,0j,0j,0j
31384,(18974.721593763097+1332057.5644526943j),0j,0j,0j,0j
31385,(5398.172489428485+267306.1010691576j),0j,0j,0j,0j
31386,(-920810.7239808158+936979.961762502j),0j,0j,0j,0j
31387,(392975.6789611304+156582.36575473638j),0j,0j,0j,0j
31388,(967460.6262064311+474104.44260334945j),0j,0j,0j,0j
31389,(409072.4495421808+663712.453628029j),0j,0j,0j,0j
31390,(7132.677574603877-176873.38223658106j),0j,0j,0j,0j
31391,(-65395.541398763715-1233244.628656167j),0j,0j,0j,0j
31392,(-470024.4791164893+18618.10827664868j),0j,0j,0j,0j
31393,(-306330.38656588894-239211.3775512739j),0j,0j,0j,0j
31394,(-641890.5492846582-195286.90802933188j),0j,0j,0j,0j
31395,(-452657.7169653613+106183.87951021665j),0j,0j,0j,0j
31396,(-527270.6094819847-374752.4642870272j),0j,0j,0j,0j
31397,(621556.6316538316+1123582.8452527765j),0j,0j,0j,0j
31398,(412942.29575333296+849150.1445856962j),0j,0j,0j,0j
31399,(454205.9453337975-289242.1392903165j),0j,0j,0j,0j
31400,(-565618.1682950145+335312.2541374221j),0j,0j,0j,0j
31401,(633798.3097756102+1106846.4301453168j),0j,0j,0j,0j
31402,(-275366.89354249404-1693348.399562679j),0j,0j,0j,0j
31403,(-1613515.994853821+711204.6681398057j),0j,0j,0j,0j
31404,(576698.2271109938-406123.61781880044j),0j,0j,0j,0j
31405,(2339384.4475767137+409697.2213540123j),0j,0j,0j,0j
31406,(-75657.64747794112+911000.3609635495j),0j,0j,0j,0j
31407,(-479062.44284709287+1215007.775799205j),0j,0j,0j,0j
31408,(375243.0663118094-156589.93114956893j),0j,0j,0j,0j
31409,(316674.4680616996-1350800.5263056322j),0j,0j,0j,0j
31410,(-974369.3267732153+2325594.938478373j),0j,0j,0j,0j
31411,(-231937.23983141035-783638.3764610306j),0j,0j,0j,0j
31412,(913779.9075327234+344947.8969030117j),0j,0j,0j,0j
31413,(1063396.434063264+207806.63511753344j),0j,0j,0j,0j
31414,(-1007877.670200971+418215.9684583243j),0j,0j,0j,0j
31415,(-210745.286199416+38470.1995327122j),0j,0j,0j,0j
31416,(542134.8637114825+687476.2610376563j),0j,0j,0j,0j
31417,(-83053.87419630331+544512.9005963136j),0j,0j,0j,0j
31418,(48638.98408601008-1750909.3748414982j),0j,0j,0j,0j
31419,(-516651.70534661936+1819068.975612082j),0j,0j,0j,0j
31420,(-380010.30548737466-520323.1102207701j),0j,0j,0j,0j
31421,(313581.7477587536-1299244.0602623909j),0j,0j,0j,0j
31422,(-604465.020375587-352815.7604255938j),0j,0j,0j,0j
31423,(-1437198.0335949643+690115.4093887801j),0j,0j,0j,0j
31424,(-1104402.0441517495+1056154.5690284187j),0j,0j,0j,0j
31425,(-342190.8472024792+85413.97655363957j),0j,0j,0j,0j
31426,(-792012.5344364501-272317.93164579757j),0j,0j,0j,0j
31427,(330403.43869433005-932297.1941159198j),0j,0j,0j,0j
31428,(269196.7838832553+1382431.5195297282j),0j,0j,0j,0j
31429,(-1408973.2720601712-631894.6023278824j),0j,0j,0j,0j
31430,(-851339.5895530871+204128.37911170983j),0j,0j,0j,0j
31431,(-117997.66298884242-1679725.0537109035j),0j,0j,0j,0j
31432,(-1238611.1900760056-1916996.9725162075j),0j,0j,0j,0j
31433,(421180.818642235-558539.3721462025j),0j,0j,0j,0j
31434,(-705519.1994562247+354092.05116569344j),0j,0j,0j,0j
31435,(447536.606617424+1517866.0597535018j),0j,0j,0j,0j
31436,(380759.29792529705+588482.3834168667j),0j,0j,0j,0j
31437,(-238923.50221072405-1196668.280542577j),0j,0j,0j,0j
31438,(1201849.25240817+587972.7066352923j),0j,0j,0j,0j
31439,(1191566.2761263358-724647.8422069601j),0j,0j,0j,0j
31440,(-285227.8993235841-288553.320769049j),0j,0j,0j,0j
31441,(87377.17864311207-2015589.496846788j),0j,0j,0j,0j
31442,(-816760.7578556882+368473.19887849863j),0j,0j,0j,0j
31443,(-1196175.0209642428-1068688.173044371j),0j,0j,0j,0j
31444,(342371.21754626516+1341557.331124594j),0j,0j,0j,0j
31445,(-786317.7895132764+614210.2314125206j),0j,0j,0j,0j
31446,(399018.6301941911-816681.4566650605j),0j,0j,0j,0j
31447,(615774.1963156837-113422.2289543078j),0j,0j,0j,0j
31448,(-496604.0650758281+1654703.062995317j),0j,0j,0j,0j
31449,(718366.8084709353+897597.8448944145j),0j,0j,0j,0j
31450,(-953916.926705727+1100230.73177373j),0j,0j,0j,0j
31451,(1885864.9847829537-129766.67861731886j),0j,0j,0j,0j
31452,(1149868.4395770056-943516.4248446265j),0j,0j,0j,0j
31453,(-321577.6572256065-1037456.3410253663j),0j,0j,0j,0j
31454,(197679.39367623674-135114.7387192743j),0j,0j,0j,0j
31455,(597190.70269036+2177244.039738234j),0j,0j,0j,0j
31456,(-1214968.9159636959-575393.220969937j),0j,0j,0j,0j
31457,(-52509.13456497295+1088456.8763602856j),0j,0j,0j,0j
31458,(288778.2372285834+1015710.9050957297j),0j,0j,0j,0j
31459,(1661604.460607762-138093.94315451419j),0j,0j,0j,0j
31460,(-1713027.8619828469-478135.2595453704j),0j,0j,0j,0j
31461,(456251.84993509547+1395108.7815206628j),0j,0j,0j,0j
31462,(1246730.536536479+1452994.5378074083j),0j,0j,0j,0j
31463,(1544899.7953280092+557182.6056234217j),0j,0j,0j,0j
31464,(-1026092.2424122987-699596.4315705139j),0j,0j,0j,0j
31465,(-1128928.026809597+559396.6780612778j),0j,0j,0j,0j
31466,(-829939.6949890443+2029420.1471458124j),0j,0j,0j,0j
31467,(-1309474.2606484704-375363.08554359927j),0j,0j,0j,0j
31468,(727227.5452162257+2550757.5622740416j),0j,0j,0j,0j
31469,(437503.1319918291+924113.7663255499j),0j,0j,0j,0j
31470,(-314720.0587687407+772889.1032740934j),0j,0j,0j,0j
31471,(-355802.3289650342+2171572.883292354j),0j,0j,0j,0j
31472,(377575.34834661346+966096.9447133392j),0j,0j,0j,0j
31473,(-1188366.1751300509-249079.16165536887j),0j,0j,0j,0j
31474,(-1000863.7593373971+6047.3413442594465j),0j,0j,0j,0j
31475,(507786.8177091356-379720.9544610906j),0j,0j,0j,0j
31476,(-554895.6439019518-1133734.6031435942j),0j,0j,0j,0j
31477,(-316603.4478894798+354406.80136633525j),0j,0j,0j,0j
31478,(-1019900.628271195+93448.23594993819j),0j,0j,0j,0j
31479,(1603957.427269322-322735.8048859162j),0j,0j,0j,0j
31480,(-1282237.368814895+170418.9474797963j),0j,0j,0j,0j
31481,(232420.3234170043+777403.8981298043j),0j,0j,0j,0j
31482,(283619.0508105122-2027647.0081205643j),0j,0j,0j,0j
31483,(-700399.6660753042-481281.28499555966j),0j,0j,0j,0j
31484,(238985.57073904757-587152.0676995631j),0j,0j,0j,0j
31485,(115643.3862751394+208128.15002600453j),0j,0j,0j,0j
31486,(-1143576.0204964397-1753207.6992482722j),0j,0j,0j,0j
31487,(-609820.7682173552-398492.6412952783j),0j,0j,0j,0j
31488,(285675.7190133814-246055.63889372j),0j,0j,0j,0j
31489,(-1055491.6752381995+9466.316793837992j),0j,0j,0j,0j
31490,(-997220.7771797027-411321.475211313j),0j,0j,0j,0j
31491,(-258822.65352107375+1120210.1010975428j),0j,0j,0j,0j
31492,(-618599.0586103939+495196.3474838523j),0j,0j,0j,0j
31493,(1520923.635371401-579601.5145051816j),0j,0j,0j,0j
31494,(1812955.669723974-4847.216291789315j),0j,0j,0j,0j
31495,(-525603.7893597174-1154717.5905103479j),0j,0j,0j,0j
31496,(1666990.623236122-671341.3184988607j),0j,0j,0j,0j
31497,(-1241386.2736930638-158199.00259904767j),0j,0j,0j,0j
31498,(189739.4111981871+1010265.2874856567j),0j,0j,0j,0j
31499,(-275319.13631698326-414693.0362348482j),0j,0j,0j,0j
31500,(1541108.3441897167-456031.5320705542j),0j,0j,0j,0j
31501,(-145743.86119113793-1538962.4554930332j),0j,0j,0j,0j
31502,(-757010.9668578475+299686.5026036531j),0j,0j,0j,0j
31503,(-565056.2348033082-734615.1184264075j),0j,0j,0j,0j
31504,(-415427.9560767653+549334.4927687523j),0j,0j,0j,0j
31505,(-601343.8845905826-98988.89375947049j),0j,0j,0j,0j
31506,(-1164840.362160343-69246.28272237605j),0j,0j,0j,0j
31507,(393418.37754407624-278222.2330480313j),0j,0j,0j,0j
31508,(-1392845.5350120005+940372.9593684052j),0j,0j,0j,0j
31509,(362863.7035906217+857579.4419506488j),0j,0j,0j,0j
31510,(1081039.9466590276-1027434.32714613j),0j,0j,0j,0j
31511,(-422747.6365416336+294153.89721756894j),0j,0j,0j,0j
31512,(-1109195.6098680315-59465.565577740665j),0j,0j,0j,0j
31513,(2600576.9816690497-1808796.1526961294j),0j,0j,0j,0j
31514,(-1642092.4123456045-831742.9194227027j),0j,0j,0j,0j
31515,(-454761.10996878485+1016810.2278652543j),0j,0j,0j,0j
31516,(-1155404.2328254266+389311.01697114983j),0j,0j,0j,0j
31517,(826279.5241535378-346393.13588018646j),0j,0j,0j,0j
31518,(1519200.4152509638-394002.920555496j),0j,0j,0j,0j
31519,(-448631.3825862891-930136.724203262j),0j,0j,0j,0j
31520,(615650.3847324625-179797.94406158658j),0j,0j,0j,0j
31521,(396942.0393829371-635450.9982786719j),0j,0j,0j,0j
31522,(265979.1588895996-519103.79515181365j),0j,0j,0j,0j
31523,(-364995.2477999334+406979.46057141945j),0j,0j,0j,0j
31524,(760396.0669636838-933454.7321403138j),0j,0j,0j,0j
31525,(604324.5819943163+313810.56977823324j),0j,0j,0j,0j
31526,(1897796.8421133799+503619.8641022561j),0j,0j,0j,0j
31527,(-931537.7068899322+983024.3239526548j),0j,0j,0j,0j
31528,(587406.5111121334+887942.9623294165j),0j,0j,0j,0j
31529,(-184940.58630100143-1157978.187744721j),0j,0j,0j,0j
31530,(189277.04505752688-135991.35647187207j),0j,0j,0j,0j
31531,(124568.02699014999+158015.0636119668j),0j,0j,0j,0j
31532,(3913.822590099997-216341.66247627448j),0j,0j,0j,0j
31533,(540062.9290575759+693609.6230974225j),0j,0j,0j,0j
31534,(137616.51784916624-748092.1904131372j),0j,0j,0j,0j
31535,(-1334875.2122719993+1805029.7845872568j),0j,0j,0j,0j
31536,(137596.24863402115-769628.7342196256j),0j,0j,0j,0j
31537,(-1030874.1592353559+381434.5296566952j),0j,0j,0j,0j
31538,(-172191.3114823139+270871.0132825453j),0j,0j,0j,0j
31539,(1652801.434677912-76594.86230283135j),0j,0j,0j,0j
31540,(-979547.4057948145+937510.6309462421j),0j,0j,0j,0j
31541,(434280.9022932746-9218.683604609687j),0j,0j,0j,0j
31542,(-1195291.8078876182+114096.89304650464j),0j,0j,0j,0j
31543,(-303408.744106248+19187.46882017498j),0j,0j,0j,0j
31544,(1312114.198024613+379896.19719300204j),0j,0j,0j,0j
31545,(11040.774824444088-276382.24104794505j),0j,0j,0j,0j
31546,(641898.283347893+1370807.3056437096j),0j,0j,0j,0j
31547,(1019459.9431353809-929708.9359438845j),0j,0j,0j,0j
31548,(-1808258.0131260415+221191.6176695316j),0j,0j,0j,0j
31549,(1161978.3531870423-1883878.949967448j),0j,0j,0j,0j
31550,(-1494868.761308433-974260.8965339165j),0j,0j,0j,0j
31551,(-487456.2289498518+826307.8651889837j),0j,0j,0j,0j
31552,(299459.2253967477-427722.05617016094j),0j,0j,0j,0j
31553,(-714731.7203498211+620473.8671700057j),0j,0j,0j,0j
31554,(-1107582.1234030654+1051713.8535451386j),0j,0j,0j,0j
31555,(35518.88506926852-157044.4482524168j),0j,0j,0j,0j
31556,(-47288.111242451414+416040.93395252526j),0j,0j,0j,0j
31557,(-2525969.784084302+938152.1032131114j),0j,0j,0j,0j
31558,(-185999.492702374+722265.7850627953j),0j,0j,0j,0j
31559,(-524959.2250167738+493821.402040612j),0j,0j,0j,0j
31560,(352081.3516447014-1469064.8783266433j),0j,0j,0j,0j
31561,(-288070.3795770907-466298.0526410255j),0j,0j,0j,0j
31562,(1340771.5476628896-499388.3152393715j),0j,0j,0j,0j
31563,(-1124272.1966386847+836372.4613187253j),0j,0j,0j,0j
31564,(359761.2206125953-58674.75793066458j),0j,0j,0j,0j
31565,(-930244.2246099655-1436234.0596713056j),0j,0j,0j,0j
31566,(-2376336.525844203+1550747.3244354296j),0j,0j,0j,0j
31567,(893685.8945877961+309345.6069904916j),0j,0j,0j,0j
31568,(995932.3563855533-234037.6885867979j),0j,0j,0j,0j
31569,(662416.8410284796+226704.54020281334j),0j,0j,0j,0j
31570,(1738695.1583767128+22903.681288722437j),0j,0j,0j,0j
31571,(1200593.9407575796-1372166.3715915405j),0j,0j,0j,0j
31572,(-1851307.5056129836-536153.4582776933j),0j,0j,0j,0j
31573,(-667523.4841252952+1980118.3733735061j),0j,0j,0j,0j
31574,(352115.3897300443-172537.64668580482j),0j,0j,0j,0j
31575,(472251.2156146201-1267296.4872179744j),0j,0j,0j,0j
31576,(773039.4644375205-994537.2405656271j),0j,0j,0j,0j
31577,(-84260.7755572735-68323.65696116426j),0j,0j,0j,0j
31578,(1398098.3356083827-590905.8579819382j),0j,0j,0j,0j
31579,(120829.0864668446+256650.21860136057j),0j,0j,0j,0j
31580,(-565146.9457375804-221006.98551670567j),0j,0j,0j,0j
31581,(-1226941.4162101022-1052060.149934057j),0j,0j,0j,0j
31582,(750257.0644771822+46022.49039607518j),0j,0j,0j,0j
31583,(-172546.41672884958+1086274.0448134672j),0j,0j,0j,0j
31584,(385004.2714898169+1087001.2650835663j),0j,0j,0j,0j
31585,(-1175268.3340745259-315180.2061006846j),0j,0j,0j,0j
31586,(751421.4303920285+100623.92961442505j),0j,0j,0j,0j
31587,(483937.0431879291-886846.2283651563j),0j,0j,0j,0j
31588,(-2081874.6244792612+703798.5126047505j),0j,0j,0j,0j
31589,(1084827.5951627735+219074.3569309014j),0j,0j,0j,0j
31590,(564522.9652332922-666434.3366184111j),0j,0j,0j,0j
31591,(201851.24862360855-117342.45235603231j),0j,0j,0j,0j
31592,(1101922.2794424254+187298.92712146777j),0j,0j,0j,0j
31593,(-392408.0534445971-867610.1582523485j),0j,0j,0j,0j
31594,(183037.48560712207+1124493.7710084668j),0j,0j,0j,0j
31595,(757974.6802641645-1313649.1978456369j),0j,0j,0j,0j
31596,(1105011.0778075124+222869.3171100223j),0j,0j,0j,0j
31597,(1802577.1829163586-2516301.3632929996j),0j,0j,0j,0j
31598,(-570527.7136475651-1655340.6799436351j),0j,0j,0j,0j
31599,(-1077780.9950212003-1105498.1807991138j),0j,0j,0j,0j
31600,(-2061569.4357385305+1730469.2015546113j),0j,0j,0j,0j
31601,(465715.5163006229-296877.827498262j),0j,0j,0j,0j
31602,(-1055675.2937018203+299278.1164983254j),0j,0j,0j,0j
31603,(1386540.8816275224+1345555.3490592802j),0j,0j,0j,0j
31604,(-1037028.7026552742+1963438.3106838367j),0j,0j,0j,0j
31605,(-769070.4343871498+420269.2329556353j),0j,0j,0j,0j
31606,(1057732.1875912992-488504.24417767825j),0j,0j,0j,0j
31607,(1266739.9805893204+407321.8975546248j),0j,0j,0j,0j
31608,(-326401.14283889486+488349.71563824295j),0j,0j,0j,0j
31609,(425237.9742682841+670846.3234201599j),0j,0j,0j,0j
31610,(19454.332138285157+9031.841140658711j),0j,0j,0j,0j
31611,(-767618.2177623373-1023471.2094992048j),0j,0j,0j,0j
31612,(-1078320.8768070876+215491.40280071876j),0j,0j,0j,0j
31613,(600246.6643123088+18954.208317082375j),0j,0j,0j,0j
31614,(-280622.72810709407-17570.97343984549j),0j,0j,0j,0j
31615,(497000.7230899195+433345.85262621986j),0j,0j,0j,0j
31616,(1399807.7479809148+1034055.5950951158j),0j,0j,0j,0j
31617,(269866.6385631406-510301.6773987982j),0j,0j,0j,0j
31618,(-1184407.986179357+1015963.159678272j),0j,0j,0j,0j
31619,(558295.3315397701+1074110.9386830404j),0j,0j,0j,0j
31620,(-442138.47283129813-1603929.2585065854j),0j,0j,0j,0j
31621,(376528.7588146246+146084.7858467571j),0j,0j,0j,0j
31622,(230399.563139721+309331.99884265935j),0j,0j,0j,0j
31623,(-1068856.450004641-741945.6835011307j),0j,0j,0j,0j
31624,(-802773.9878824175-440316.63790838065j),0j,0j,0j,0j
31625,(-665186.4262642049-1589935.922063955j),0j,0j,0j,0j
31626,(280677.3310353452+998786.2295439711j),0j,0j,0j,0j
31627,(49024.31673810969-1289200.0213394333j),0j,0j,0j,0j
31628,(-1056525.9182046584+1214665.2906588116j),0j,0j,0j,0j
31629,(336356.99430213345+884020.2579598009j),0j,0j,0j,0j
31630,(71697.89457227942-611510.2330883802j),0j,0j,0j,0j
31631,(-1122103.554718683+780173.5590378318j),0j,0j,0j,0j
31632,(666965.4684954784+435599.09160406044j),0j,0j,0j,0j
31633,(316797.66427974065+248393.62959773844j),0j,0j,0j,0j
31634,(686606.1566894946+232675.24922373705j),0j,0j,0j,0j
31635,(-947553.2221432604+292966.419970739j),0j,0j,0j,0j
31636,(882196.7021205872+461094.6278864573j),0j,0j,0j,0j
31637,(-66674.43925997289+361372.6127255581j),0j,0j,0j,0j
31638,(969302.4364015369+716203.533930172j),0j,0j,0j,0j
31639,(-1806026.5420941713-173946.13046213324j),0j,0j,0j,0j
31640,(-418374.8915899629-543865.7842048962j),0j,0j,0j,0j
31641,(-546692.4504628137-592710.8129012894j),0j,0j,0j,0j
31642,(801245.4818902687+62177.1019400435j),0j,0j,0j,0j
31643,(-234226.64581440663+64717.86379368318j),0j,0j,0j,0j
31644,(1172329.1824453808-525584.8903790525j),0j,0j,0j,0j
31645,(914261.1459321685+1492366.7208910997j),0j,0j,0j,0j
31646,(-957049.8321995258-197990.64061708446j),0j,0j,0j,0j
31647,(509279.14064682345-536482.6382600652j),0j,0j,0j,0j
31648,(-2318602.6055656727+579983.3351462604j),0j,0j,0j,0j
31649,(-265252.3000665107+130844.11659321096j),0j,0j,0j,0j
31650,(231396.3131532874-387.98271392588504j),0j,0j,0j,0j
31651,(881539.7237851672+803671.1815554472j),0j,0j,0j,0j
31652,(-38147.19702593838-425993.77977016947j),0j,0j,0j,0j
31653,(1428935.9910765444+2248656.1475911387j),0j,0j,0j,0j
