Australia-WA,Australia-NT,Brunei,Cambodia,China,India,Indonesia-Java,Indonesia-Kalimantan,Indonesia-Maluku,Indonesia-Papua,Indonesia-Sulawesi,Indonesia-Sumatera,Indonesia-Timor,Laos,Malaysia,Myanmar,Philippines-Luzon,Philippines-Mindanao,Philippines-Visayas,Singapore,Thailand,Vietnam-Hanoi,Vietnam-HCMC
0,0,0,105.7077626,0,0,716.3385204,0,0,0,23.8905912,124.3827606,0,620.2320453,764.1552511,503.9383562,521.5182648,0,0,0,316.2100457,1670.776256,1670.776256
