Australia-WA,Australia-NT,Brunei,Cambodia,China,India,Indonesia-Java,Indonesia-Kalimantan,Indonesia-Maluku,Indonesia-Papua,Indonesia-Sulawesi,Indonesia-Sumatera,Indonesia-Timor,Laos,Malaysia,Myanmar,Philippines-Luzon,Philippines-Mindanao,Philippines-Visayas,Singapore,Thailand,Vietnam-Hanoi,Vietnam-HCMC
0,0,0,909,0,0,3778,0,0,0,126,656,0,3109,1989,2725,3401,0,0,0,3788,8375,8375
