longterm,seasonal,monthly,overnight,intraday,Original
0,0,0,233.495790066993,111.152209933007,344.648
0,0,0,311.528246528583,135.083753471417,446.612
0,0,0,340.595624962307,145.597375037693,486.193
0,0,0,383.812627721549,135.95637227845,519.769
0,0,0,398.269823605789,107.091176394211,505.361
0,0,0,393.30717376672,69.4288262332799,462.736
0,0,0,376.896809268428,38.5191907315718,415.416
0,0,0,346.311667966791,23.0643320332094,369.376
0,0,0,302.935347846476,22.7286521535245,325.664
0,0,0,249.33172746176,34.7692725382393,284.101
0,0,0,188.655179736897,55.2478202631027,243.903
0,0,0,124.95977751187,80.0112224881295,204.971
0,0,0,62.1608326312238,104.871167368777,167.032
0,0,0,4.28518429570002,125.2588157043,129.544
0,0,0,0,91.4659999999998,91.466
0,0,0,0,53.168,53.168
0,0,0,0,41.7989999999996,41.799
0,0,0,0,25.534,25.534
0,0,0,0,6.51899999999985,6.519
0,0,0,0,5.5770000000001,5.577
0,0,0,53.2670177061791,1.94198229382082,55.209
0,0,0,129.289793790437,20.9882062095633,150.278
0,17.9110302949057,0,190.307248260396,50.7057214446984,258.924
0,37.0614503078948,0,249.137478386789,81.3710713053164,367.57
0,58.5307556148889,0,306.254092743903,110.758151641208,475.543
0,91.0171994044669,0,357.764688452969,135.407112142564,584.189
0,145.901606714132,0,400.158903541699,146.774489744169,692.835
12.2058961743627,198.653324357629,0,430.547642311548,138.01213715646,779.419
39.2995781047995,198.741987382717,0,446.859962435117,109.907472077366,794.809
44.7612639945426,198.830619055656,0,447.984206253368,72.7389106964342,764.315
42.8295256121244,198.919219330847,0,433.843758407987,41.9274966490416,717.52
40.388124041368,199.007788162709,0,405.402267051443,26.0958207444796,670.894
37.9309555416101,199.096325505677,0,364.597972817898,24.8967461348152,626.522
35.2936304597694,199.184831314202,0,314.211620927082,35.6569172989461,584.347
32.2794689383737,199.273305542751,0,257.676957992972,54.5832675259025,543.813
28.392727270916,199.361748145809,0,198.846727866579,77.7297967166958,504.331
23.5459410511224,199.450159077874,0,141.730113509465,101.145786361538,465.872
17.8022634836318,199.538538293463,0,90.2195178003985,120.496680422506,428.057
10.0936095978773,199.626885747109,0,47.8253027116687,131.943201943345,389.489
0.508476779301942,199.715201393359,0,17.4365639418195,132.89875788552,350.559
0,188.978044104064,0,1.12424381825075,120.727712077685,310.83
0,176.027679732447,0,0,90.0453202675527,266.073
0,161.416863152375,0,14.1404478453805,42.7176890022445,218.275
0,139.567127753527,0,42.5819392019243,11.5389330445481,193.688
0,118.900926308005,0,83.3862334354697,5.87384025652468,208.161
0,115.561303548088,0,133.772585326285,26.4781111256273,275.812
0,137.112493949103,0,190.307248260396,57.0392577905014,384.459
0,156.28311535582,0,249.137478386789,87.6844062573914,493.105
0,157.35430131972,0,306.254092743903,116.159605936377,579.768
0,156.537359048239,0,357.764688452969,139.109952498792,653.412
0,149.472340654548,0,400.158903541699,148.214755803753,697.846
0,160.150436464125,0,430.547642311548,136.938921224326,727.637
0,177.079953654786,0,446.859962435117,106.425083910097,730.365
0,184.899187123203,0,447.984206253368,67.2996066234298,700.183
0,183.776335304777,0,433.843758407987,35.2689062872356,652.889
0,181.282674823727,0,405.402267051443,19.1380581248296,605.823
0,177.816851406895,0,364.597972817898,18.6081757752077,561.023
0,173.130361112266,0,314.211620927082,30.9150179606514,518.257
0,167.438739825829,0,257.676957992972,52.0453021811985,477.161
0,160.712991174808,0,198.846727866579,77.7392809586132,437.299
0,152.947490695698,0,141.730113509465,103.682395794837,398.36
0,144.443987841787,0,90.2195178003985,125.183494357815,359.847
0,134.853447741535,0,47.8253027116687,138.103249546796,320.782
0,124.451953305697,0,17.4365639418195,139.658482752483,281.547
0,113.449214315007,0,1.12424381825075,127.144541866742,241.718
0,101.831515125474,0,5.82076609134674E-14,95.2464848745259,197.078
0,89.5860996787928,0,14.1404478453805,46.0224524758267,149.749
0,54.2660439646999,0,42.5819392019243,12.5530168333762,109.401
0,0,0,69.4913320755078,4.53566792449236,74.027
0,0,0,36.6718589305792,23.0581410694206,59.73
0,0,0,21.8269996068979,52.087000393102,73.914
0,0,0,32.4081244273398,81.9398755726603,114.348
0,0,0,89.87714415265,110.43685584735,200.314
0,0,0,172.405482217648,134.178517782352,306.584
0,0,0,198.514075744882,144.689924255118,343.204
0,0,0,182.091748656342,135.204251343658,317.296
0,0,0,164.89489512099,106.59010487901,271.485
0,0,0,158.2665145031,69.2044854969001,227.471
0,0,0,141.04170140427,38.5252985957294,179.567
0,0,0,137.21810696547,23.204893034529,160.423
0,0,0,120.660113123303,22.8808868766973,143.541
0,0,0,93.986276693232,34.8207233067677,128.807
0,0,0,60.4329658435392,55.1210341564607,115.554
0,0,0,23.9613234039434,79.6896765960567,103.651
0,0,0,0,92.5509999999997,92.551
0,0,0,0,81.9690000000001,81.969
0,0,0,0,70.6589999999999,70.659
0,0,0,0,59.1329999999999,59.133
0,0,0,0,46.8289999999999,46.829
0,0,0,0,29.4169999999997,29.417
0,0,0,0,9.37200000000005,9.372
0,0,0,0,5.92800000000022,5.928
0,0,0,51.1933116007805,3.4166883992197,54.61
0,0,0,124.684902258924,22.3340977410761,147.019
0,13.6868420447171,0,190.307248260396,51.6709096948875,255.665
0,33.433417182297,0,249.137478386789,81.7411044309144,364.312
0,56.310583841649,0,306.254092743903,110.393323414448,472.958
0,55.8637293511691,0,357.764688452969,134.280582195861,547.909
0,41.9831991905567,0,400.158903541699,144.981897267744,587.124
0,51.3055855001091,0,430.547642311548,135.771772188343,617.625
0,71.4884444701427,0,446.859962435117,107.52759309474,625.876
0,75.256869281721,0,447.984206253368,70.5789244649114,593.82
0,71.5409960726845,0,433.843758407987,40.3362455193282,545.721
0,67.9421428092125,0,405.402267051443,25.3595901393439,498.704
0,64.142150407156,0,364.597972817898,25.1828767749462,453.923
0,60.2194835107121,0,314.211620927082,36.9858955622057,411.417
0,55.8185383110207,0,257.676957992972,56.8115036960073,370.307
0,51.179962074706,0,198.846727866579,80.5703100587151,330.597
0,45.8920391824578,0,141.730113509465,104.200847308077,291.823
0,40.0257587514958,0,90.2195178003985,123.321723448106,253.567
0,32.6003783828172,0,47.8253027116687,134.108318905514,214.534
0,23.9491821362169,0,17.4365639418195,134.062253921964,175.448
0,13.8772010755893,0,1.12424381825075,120.68555510616,135.687
0,2.43226429752688,0,5.82076609134674E-14,88.7727357024731,91.205
0,0,0,3.65989518774333,40.3711048122564,44.031
0,0,0,30.8937464391794,8.44225356082042,39.336
0,0,0,82.7063202681811,2.46567973181888,85.172
0,13.4692793314119,0,133.772585326285,23.2531353423027,170.495
0,34.3674981777711,0,190.307248260396,54.4672535618334,279.142
0,52.505235068749,0,249.137478386789,86.1452865444625,387.788
0,74.3010748680672,0,306.254092743903,115.87883238803,496.434
0,83.0518156753213,0,357.764688452969,140.13049587171,580.947
0,91.8301507196025,0,400.158903541699,150.383945738699,642.373
0,113.126824581674,0,430.547642311548,139.938533106779,683.613
0,105.247591189907,0,446.859962435117,109.813446374977,661.921
0,104.379110390925,0,447.984206253368,70.5856833557075,622.949
0,104.336375296854,0,433.843758407987,37.9798662951592,576.16
0,102.886002388637,0,405.402267051443,20.8967305599191,529.185
0,101.03181843242,0,364.597972817898,19.1812087496826,484.811
0,98.1765732924361,0,314.211620927082,30.2518057804817,442.64
0,93.9605473393589,0,257.676957992972,50.2744946676686,401.912
0,88.4926069887999,0,198.846727866579,75.1516651446209,362.491
0,81.6073174669658,0,141.730113509465,100.675569023569,324.013
0,73.3448773050288,0,90.2195178003985,122.205604894573,285.77
0,63.4418858339122,0,47.8253027116687,135.576811454419,246.844
0,52.4676722848132,0,17.4365639418195,137.924763773367,207.829
0,40.5052453498285,0,1.12424381825075,126.408510831921,168.038
0,27.7828014853082,0,0,95.5591985146916,123.342
0,14.399642715165,0,14.1404478453805,47.2739094394542,75.814
0,4.15938937819671,0,42.5819392019243,14.5046714198788,61.246
0,13.3166518768943,0,83.3862334354697,6.85711468763635,103.56
0,36.5667797145935,0,133.772585326285,25.3906349591212,195.73
0,59.9753195494978,0,190.307248260396,54.0934321901065,304.376
0,76.0717558619293,0,249.137478386789,83.3627657512822,408.572
0,48.6495392085543,0,306.254092743903,111.125368047543,466.029
0,50.4673198609335,0,357.764688452969,134.110991686097,542.343
0,79.4379997734437,0,400.158903541699,143.959096684857,623.556
0,87.8720058109102,0,430.547642311548,133.999351877542,652.419
0,96.7295785024023,0,446.859962435117,105.149459062481,648.739
0,105.600439629786,0,447.984206253368,67.7783541168462,621.363
0,104.023340681179,0,433.843758407987,37.3249009108335,575.192
0,100.933230245526,0,405.402267051443,22.3775027030303,528.713
0,97.3644048193373,0,364.597972817898,22.4836223627647,484.446
0,93.3722003256033,0,314.211620927082,34.8281787473145,442.412
0,88.7063113559356,0,257.676957992972,55.4327306510923,401.816
0,83.3787125433804,0,198.846727866579,80.1665595900406,362.392
0,77.3366330838152,0,141.730113509465,104.89225340672,323.959
0,70.6749843955902,0,90.2195178003985,125.131497804011,286.026
0,62.7069010212717,0,47.8253027116687,136.936796267059,247.469
0,53.6840915167977,0,17.4365639418195,137.685344541383,208.806
0,43.6212283974392,0,1.12424381825075,124.75752778431,169.503
0,32.9474265983906,0,5.82076609134674E-14,92.8595734016093,125.807
0,21.2415834116728,0,14.1404478453805,43.9889687429467,79.371
0,22.1456414749897,0,42.5819392019243,11.121419323086,75.849
0,36.4195668478531,0,83.3862334354697,3.808199716677,123.614
0,61.1454122999565,0,133.772585326285,23.0000023737578,217.918
0,83.7172835629529,0,190.307248260396,52.5404681766514,326.565
0,103.392382695534,0,249.137478386789,82.6811389176776,435.211
0,126.381922186112,0,306.254092743903,111.220985069985,543.857
0,159.932652003831,0,357.764688452969,134.8056595432,652.503
0,197.437371243276,0,400.158903541699,145.036725215025,742.633
0,200.48688446324,0,430.547642311548,135.257473225211,766.292
0,204.472094806058,0,446.859962435117,106.432942758825,757.765
5.24111617201346,211.243401755555,0,447.984206253368,69.0022758190642,733.471
4.7398655571097,211.327013346279,0,433.843758407987,38.4703626886239,688.381
1.70210453021567,211.410587110363,0,405.402267051443,23.4760413079779,641.991
0,209.707774372062,0,364.597972817898,23.5822528100395,597.888
0,205.938016055839,0,314.211620927082,35.9573630170788,556.107
0,201.563412410665,0,257.676957992972,56.5726295963625,515.813
0,196.604629736084,0,198.846727866579,81.2336423973372,476.685
0,190.881410020942,0,141.730113509465,105.737476469594,438.349
0,184.821166474958,0,90.2195178003985,125.565315724643,400.606
0,177.540073342941,0,47.8253027116687,136.76362394539,362.129
0,169.255925021768,0,17.4365639418195,136.754511036412,323.447
0,160.045062627206,0,1.12424381825075,123.006693554543,284.176
0,149.881582065167,0,0,90.3544179348338,240.236
0,138.443940869759,0,14.1404478453805,40.9356112848611,193.52
0,115.446942319612,0,42.5819392019243,7.86011847846393,165.889
0,79.985175121757,0,83.3862334354697,0.772591442773482,164.144
0,60.3830282306141,0,133.772585326285,20.6603864431008,214.816
0,65.8784695976784,0,190.307248260396,51.3252821419262,307.511
0,84.1159993896512,0,249.137478386789,82.9035222235602,416.157
0,105.540534479073,0,306.254092743903,113.009372777025,524.804
0,105.472404264739,0,357.764688452969,138.065907282292,601.303
0,87.7277863288736,0,400.158903541699,149.440310129427,637.327
0,53.6404747677834,0,430.547642311548,140.274882920668,624.463
0,77.3327924894589,0,446.859962435117,111.395245075424,635.588
0,93.1161773642996,0,447.984206253368,73.1976163823329,614.298
0,92.6663728180628,0,433.843758407987,41.2468687739495,567.757
0,91.966018096893,0,405.402267051443,24.3497148516635,521.718
0,90.9954192914877,0,364.597972817898,22.3176078906148,477.911
0,89.3859880165391,0,314.211620927082,32.6213910563784,436.219
0,86.8840423746332,0,257.676957992972,51.5369996323949,396.098
0,83.1988000178828,0,198.846727866579,75.1374721155382,357.183
0,78.0352155561575,0,141.730113509465,99.3996709343776,319.165
0,71.5020544231535,0,90.2195178003985,119.873427776448,281.595
0,63.0361776551965,0,47.8253027116687,132.540519633135,243.402
0,52.7933200997476,0,17.4365639418195,134.638115958433,204.868
0,41.4672199390278,0,1.12424381825075,123.346536242722,165.938
0,29.1032931821452,0,5.82076609134674E-14,93.1567068178545,122.26
0,15.8995119159108,0,14.1404478453805,45.8510402387088,75.891
0,14.0505466561823,0,42.5819392019243,14.2325141418933,70.865
0,26.4572200968226,0,83.3862334354697,7.72654646770787,117.57
0,38.0939017868807,0,133.772585326285,27.2305128868339,199.097
0,60.843390520787,0,190.307248260396,56.5923612188174,307.743
0,81.1200555360918,0,249.137478386789,86.1324660771194,416.39
0,38.6433776095555,0,306.254092743903,113.752529646541,458.65
0,0,0,351.070382091907,136.231617908093,487.302
0,0,0,374.780242901532,145.300757098468,520.081
0,0,0,405.532044884166,134.427955115834,539.96
0,0,0,436.452225526251,104.670774473749,541.123
0,4.10641311976325,0,447.984206253368,66.5383806268694,518.629
0,4.31442460710977,0,433.843758407987,35.5668169849033,473.725
0,1.55883911682561,0,405.402267051443,20.4068938317308,427.368
0,0,0,362.693205036062,20.6047949639381,383.298
0,0,0,308.148641299498,33.3063587005025,341.455
0,0,0,246.641711806289,54.4442881937109,301.086
0,0,0,182.251813770003,79.7891862299966,262.041
0,0,0,118.665606013307,105.091393986693,223.757
0,0,0,60.2664061573345,125.788593842665,186.055
0,0,0,9.81045198303583,137.868548016964,147.679
0,0,0,0,109.103,109.103
0,0,0,0,69.7419999999997,69.742
0,0,0,0,25.839,25.839
0,0,0,0,7.0550000000001,7.055
0,0,0,0,1.95400000000017,1.954
0,0,0,24.4403140632362,3.69968593676414,28.14
0,0,0,91.4204606484409,22.8085393515592,114.229
0,0,0,140.926269265997,52.3867307340032,193.313
0,0,0,183.311830190217,82.6671698097833,265.979
0,0,0,263.232385453935,111.392614546065,374.625
0,0,0,348.121065545229,135.150934454771,483.272
0,16.8175171988048,0,400.158903541699,145.474579259496,562.451
0,28.981750367052,0,430.547642311548,135.6656073214,595.195
0,21.8511701240081,0,446.859962435117,106.662867440875,575.374
0,14.2713820147811,0,447.984206253368,68.9254117318516,531.181
0,11.2583182804064,0,433.843758407987,37.9989233116066,483.101
0,8.42536953889386,0,405.402267051443,22.6013634096626,436.429
0,5.04502015473065,0,364.597972817898,22.3750070273715,392.018
0,1.14317596673273,0,314.211620927082,34.576203106185,349.931
0,0,0,254.200214417521,55.230785582479,309.431
0,0,0,189.886307838948,80.1766921610524,270.063
0,0,0,126.2124671295,105.187532870501,231.4
0,0,0,67.7730923936257,125.689907606374,193.463
0,0,0,17.100434563174,137.626565436826,154.727
0,0,0,0,115.744,115.744
0,0,0,0,76.0809999999998,76.081
0,0,0,0,31.412,31.412
0,0,0,0,11.798,11.798
0,0,0,0,6.4550000000002,6.455
0,0,0,32.3559196120824,1.77008038791765,34.126
0,0,0,75.4356458675519,20.6953541324481,96.131
0,0,0,154.451591037129,50.325408962871,204.777
0,0,0,232.462415327702,80.9605846722981,313.423
0,5.45551227417702,0,306.254092743903,110.36039498192,422.07
0,37.8755365346405,0,357.764688452969,135.07577501239,530.716
0,88.9451264294549,0,400.158903541699,146.536970028846,635.641
0,145.149480267833,0,430.547642311548,137.897877420619,713.595
0,164.270633755826,0,446.859962435117,109.914403809057,721.045
0,167.86855139247,0,447.984206253368,72.8662423541626,688.719
0,166.022507861327,0,433.843758407987,42.1457337306857,642.012
0,162.935799496362,0,405.402267051443,26.3829334521948,594.721
0,159.906191748481,0,364.597972817898,25.2098354336217,549.714
0,156.751028717701,0,314.211620927082,35.9693503552171,506.932
0,153.237529283831,0,257.676957992972,54.8555127231975,465.77
0,149.061905655975,0,198.846727866579,77.9453664774455,425.854
0,143.950199022743,0,141.730113509465,101.279687467792,386.96
0,137.732111181282,0,90.2195178003985,120.54937101832,348.501
0,129.810064956155,0,47.8253027116687,131.906632332176,309.542
0,120.245479290446,0,17.4365639418195,132.788956767735,270.471
0,109.264306826711,0,1.12424381825075,120.549449355038,230.938
0,97.209499835514,0,0,89.8245001644859,187.034
0,83.7988494072398,0,14.1404478453805,42.4657027473798,140.405
0,80.5454391354126,0,42.5819392019243,11.2856216626633,134.413
0,91.3438672933139,0,83.3862334354697,5.63189927121662,180.362
0,111.07481775268,0,133.772585326285,26.2765969210353,271.124
0,132.57500794948,0,190.307248260396,56.8877437901248,379.77
0,150.572884938963,0,249.137478386789,87.6066366742484,487.317
0,163.567793071947,0,306.254092743903,116.157114184151,585.979
0,197.664459811525,0,357.764688452969,139.195851735506,694.625
33.9776773544548,220.758230013699,0,400.158903541699,148.377189090147,803.272
72.739491869538,220.837129351146,0,430.547642311548,137.175736467768,861.3
91.9639180704025,220.915985969378,0,446.859962435117,106.708133525103,866.448
96.2396010808228,220.994799827828,0,447.984206253368,67.6113928379819,832.83
95.0730399362721,221.073570885949,0,433.843758407987,35.568630769792,785.559
92.9857395958051,221.152299103215,0,405.402267051443,19.4006942495361,738.941
89.9349640202904,221.230984439126,0,364.597972817898,18.7920787226857,694.556
85.8262652120433,221.3096268532,0,314.211620927082,31.0024870076744,652.35
80.6207120022355,221.388226304979,0,257.676957992972,52.0101036998141,611.696
74.4249683591869,221.466782754026,0,198.846727866579,77.5865210202081,572.325
67.241040169017,221.545296159928,0,141.730113509465,103.41355016159,533.93
59.2763723042944,221.623766482292,0,90.2195178003985,124.833343413015,495.953
50.1277744464221,221.702193680749,0,47.8253027116687,137.70072916116,457.356
39.9809533770218,221.780577714951,0,17.4365639418195,139.259904966208,418.458
29.1292087177623,221.858918544573,0,1.12424381825075,126.790628919414,378.903
17.7283511883073,221.937216129311,0,5.82076609134674E-14,94.9934326823819,334.659
5.7353183389827,222.015470428884,0,14.1404478453805,45.8977633867525,287.789
3.14762399363134,222.093681403034,0,42.5819392019243,12.5877554014104,280.411
14.7242085247146,222.171849011525,0,83.3862334354697,4.72270902829123,325.005
35.3824854270877,222.249973214141,0,133.772585326285,23.3889560324861,414.794
47.8428525812882,222.328053970692,0,190.307248260396,52.5148451876243,512.993
45.9060524132692,222.406091241008,0,249.137478386789,82.4223779589346,599.872
26.8189273162329,222.484084984942,0,306.254092743903,110.903894954922,666.461
14.8164756879893,222.562035162369,0,357.764688452969,134.578800696672,729.722
0,217.809713442564,0,400.158903541699,144.960383015737,762.929
12.7640624444584,222.717804657317,0,430.547642311548,135.316490586677,801.346
15.7945774129578,222.795623894701,0,446.859962435117,106.516836257225,791.967
10.5447326351982,222.873399405303,0,447.984206253368,68.9616617061316,750.364
8.0487789724248,222.951131149112,0,433.843758407987,38.1323314704756,702.976
5.21325311435049,223.028819086139,0,405.402267051443,22.7206607480675,656.365
1.81389465745032,223.106463176414,0,364.597972817898,22.3576693482378,611.876
0,221.096569983947,0,314.211620927082,34.3358090889709,569.644
0,216.445370801782,0,257.676957992972,54.7276712052462,528.85
0,211.031587798209,0,198.846727866579,79.4486843352115,489.327
0,204.617463553945,0,141.730113509465,104.33442293659,450.682
0,197.572660023316,0,90.2195178003985,124.873822176285,412.666
0,189.224140723751,0,47.8253027116687,137.02755656458,374.077
0,179.721289874661,0,17.4365639418195,138.102146183519,335.26
0,169.489839335666,0,1.12424381825075,125.381916846083,295.996
0,158.524042208258,0,0,93.5329577917425,252.057
0,146.834909976142,0,14.1404478453805,44.5156421784777,205.491
0,112.730263783444,0,42.5819392019243,11.3417970146323,166.654
0,87.5028888361702,0,83.3862334354697,3.60387772836038,174.493
0,83.8634936529688,0,133.772585326285,22.3539210207458,239.99
0,106.81346880718,0,190.307248260396,51.515282932425,348.636
0,126.699855096038,0,249.137478386789,81.4446665171737,457.282
0,137.909417618382,0,306.254092743903,109.987489637716,554.151
0,161.680728309378,0,357.764688452969,133.829583237653,653.275
0,192.182085899313,0,400.158903541699,144.533010558988,736.874
0,194.323230030295,0,430.547642311548,135.390127658156,760.261
0,184.510306643607,0,446.859962435117,107.246730921276,738.617
0,183.032349340857,0,447.984206253368,70.4384444057757,701.455
0,181.144130261428,0,433.843758407987,40.3361113305851,655.324
0,178.141808174441,0,405.402267051443,25.5029247741161,609.047
0,174.880097275084,0,364.597972817898,25.4349299070183,564.913
0,171.449911927108,0,314.211620927082,37.3214671458102,522.983
0,167.777246250116,0,257.676957992972,57.1767957569117,482.631
0,163.602985014434,0,198.846727866579,80.9322871189866,443.382
0,158.867053213596,0,141.730113509465,104.508833276939,405.106
0,153.46087452788,0,90.2195178003985,123.555607671722,367.236
0,146.653391250962,0,47.8253027116687,134.237306037369,328.716
0,138.46228053754,0,17.4365639418195,134.090155520641,289.989
0,128.825816120549,0,1.12424381825075,120.605940061201,250.556
0,117.825440114298,0,5.82076609134674E-14,88.6115598857019,206.437
0,105.326192648894,0,14.1404478453805,40.1393595057252,159.606
0,78.8154669146985,0,42.5819392019243,8.17759388337715,129.575
0,48.4613101637541,0,83.3862334354697,2.1844564007764,134.032
0,18.8946194761411,0,133.772585326285,22.9927951975734,175.66
0,0,0,169.894853683408,54.239146316592,224.134
0,0,0,198.51531835849,85.9786816415104,284.494
0,0,0,274.625238695052,115.774761304948,390.4
0,0,0,340.288856341333,140.107143658667,480.396
0,0,0,386.573038878349,150.430961121651,537.004
0,29.5902374698124,0,430.547642311548,140.063120218639,600.201
0,52.3244597536371,0,446.859962435117,109.994577811246,609.179
0,57.4811979130814,0,447.984206253368,70.820595833551,576.286
0,57.884020026095,0,433.843758407987,38.2382215659178,529.966
